"id","rank","title","url","points","comments","scrape-date"
"44132673","1","The radix 2^51 trick (2017)","https://www.chosenplaintext.ca/articles/radix-2-51-trick.html","231","37","2025-05-30 11:47:24"
"44134613","2","What Happens When AI-Generated Lies Are More Compelling Than the Truth?","https://behavioralscientist.org/what-happens-when-ai-generated-lies-are-more-compelling-than-the-truth/","22","9","2025-05-30 11:47:24"
"44134364","3","Radio Astronomy Software Defined Radio (Rasdr)","https://radio-astronomy.org/rasdr","26","5","2025-05-30 11:47:24"
"44134290","4","Tokenization for language modeling: BPE vs. Unigram Language Modeling (2020)","https://ndingwall.github.io/blog/tokenization","17","0","2025-05-30 11:47:24"
"44134728","5","Bridged Indexes in OrioleDB: architecture, internals and everyday use?","https://www.orioledb.com/blog/orioledb-bridged-indexes","19","1","2025-05-30 11:47:24"
"44113706","6","Atomics and Concurrency","https://redixhumayun.github.io/systems/2024/01/03/atomics-and-concurrency.html","21","3","2025-05-30 11:47:24"
"44120756","7","Turn a Tesla into a mapping vehicle with Mapillary","https://blog.mapillary.com/update/2020/12/09/map-with-your-tesla.html","42","15","2025-05-30 11:47:24"
"44131984","8","Practical SDR: Getting started with software-defined radio","https://nostarch.com/practical-sdr","166","44","2025-05-30 11:47:24"
"44132744","9","Triangle splatting: radiance fields represented by triangles","https://trianglesplatting.github.io/","94","38","2025-05-30 11:47:24"
"44127109","10","WeatherStar 4000+: Weather Channel Simulator","https://weatherstar.netbymatt.com/","625","115","2025-05-30 11:47:24"
"44128322","11","FLUX.1 Kontext","https://bfl.ai/models/flux-kontext","397","100","2025-05-30 11:47:24"
"44134208","12","Why do we get earworms?","https://theneuroscienceofeverydaylife.substack.com/p/mahna-mahna-do-doo-be-do-do-why-do","9","9","2025-05-30 11:47:24"
"44132823","13","Show HN: MCP Server SDK in Bash (~250 lines, zero runtime)","https://github.com/muthuishere/mcp-server-bash-sdk","75","21","2025-05-30 11:47:24"
"44112653","14","Printing metal on glass with lasers [video]","https://www.youtube.com/watch?v=J0NNO91WyXM","8","1","2025-05-30 11:47:24"
"44132486","15","OpenBAO (Vault open-source fork) Namespaces","https://openbao.org/blog/namespaces-announcement/","44","19","2025-05-30 11:47:24"
"44134896","16","What is currently the best LLM model for consumer grade hardware? Is it phi-4?","https://news.ycombinator.com/item?id=44134896","7","0","2025-05-30 11:47:24"
"44106007","17","Dr John C. Clark, a scientist who disarmed atomic bombs twice","https://daxe.substack.com/p/disarming-an-atomic-bomb-is-the-worst","100","64","2025-05-30 11:47:24"
"44134821","18","White House MAHA Report may have garbled science by using AI","https://www.washingtonpost.com/health/2025/05/29/maha-rfk-jr-ai-garble/","12","1","2025-05-30 11:47:24"
"44109017","19","The atmospheric memory that feeds billions of people: Monsoon rainfall mechanism","https://phys.org/news/2025-05-atmospheric-memory-billions-people-monsoon.html","28","6","2025-05-30 11:47:24"
"44106048","20","Smallest Possible Files","https://github.com/mathiasbynens/small","45","17","2025-05-30 11:47:24"
"44126612","21","Show HN: I wrote a modern Command Line Handbook","https://commandline.stribny.name/","353","93","2025-05-30 11:47:24"
"44133706","22","Buttplug MCP","https://github.com/ConAcademy/buttplug-mcp","184","101","2025-05-30 11:47:24"
"44132404","23","Player Piano Rolls","https://omeka-s.library.illinois.edu/s/MPAL/page/player-piano-rolls-landing","46","30","2025-05-30 11:47:24"
"44133091","24","How to Do Ambitious Research in the Modern Era [video]","https://www.youtube.com/watch?v=w7DVlI_Ztq8","33","1","2025-05-30 11:47:24"
"44132756","25","Show HN: templUI – The UI Kit for templ (CLI-based, like shadcn/UI)","https://templui.io/","41","20","2025-05-30 11:47:24"
"44105531","26","Superauthenticity: Computer Game Aspect Ratios","https://datadrivengamer.blogspot.com/2025/05/superauthenticity-computer-game-aspect.html","15","5","2025-05-30 11:47:24"
"44132752","27","Show HN: Donut Browser, a Browser Orchestrator","https://donutbrowser.com/","45","21","2025-05-30 11:47:24"
"44105746","28","Making C and Python Talk to Each Other","https://leetarxiv.substack.com/p/making-c-and-python-talk-to-each","122","75","2025-05-30 11:47:24"
"44108139","29","Why is everybody knitting chickens?","https://ironicsans.ghost.io/why-is-everybody-knitting-chickens/","139","104","2025-05-30 11:47:24"
"44131513","30","I'm starting a social club to solve the male loneliness epidemic","https://wave3.social","215","413","2025-05-30 11:47:24"
