"id","rank","title","url","points","comments","scrape-date"
"43842683","1","Xiaomi MiMo Reasoning Model","https://github.com/XiaomiMiMo/MiMo","192","73","2025-04-30 14:03:56"
"43842856","2","Finland Bans Smartphones in Schools","https://yle.fi/a/74-20158886","448","298","2025-04-30 14:03:56"
"43843621","3","Secret Deals, Foreign Investments: The Rise of Trump’s Crypto Firm","https://www.nytimes.com/2025/04/29/us/politics/trump-crypto-world-liberty-financial.html","121","50","2025-04-30 14:03:56"
"43842380","4","The Leaderboard Illusion","https://arxiv.org/abs/2504.20879","75","23","2025-04-30 14:03:56"
"43842306","5","I created Perfect Wiki and reached $250k in annual revenue without investors","https://habr.com/en/articles/905812/","254","148","2025-04-30 14:03:56"
"43844342","6","U.S. Economy Contracts at 0.3% Rate in First Quarter","https://www.wsj.com/economy/us-gdp-q1-2025-1f82f689","225","207","2025-04-30 14:03:56"
"43844708","7","Port of Los Angeles says shipping volume will plummet 35% next week","https://www.cnbc.com/2025/04/29/port-of-los-angeles-sees-shipping-volume-down-35percent-next-week-as-tariffs-bite.html","39","12","2025-04-30 14:03:56"
"43833195","8","Jepsen: Amazon RDS for PostgreSQL 17.4","https://jepsen.io/analyses/amazon-rds-for-postgresql-17.4","493","117","2025-04-30 14:03:56"
"43840193","9","You Wouldn't Download a Hacker News","https://www.jasonthorsness.com/25","233","120","2025-04-30 14:03:56"
"43835445","10","Chain of Recursive Thoughts: Make AI think harder by making it argue with itself","https://github.com/PhialsBasement/Chain-of-Recursive-Thoughts","496","220","2025-04-30 14:03:56"
"43826798","11","I use zip bombs to protect my server","https://idiallo.com/blog/zipbomb-protection","809","370","2025-04-30 14:03:56"
"43845022","12","RFK Jr is wrong – there's a rich history of autistic poets","https://theconversation.com/rfk-jr-said-many-autistic-people-will-never-write-a-poem-even-though-theres-a-rich-history-of-neurodivergent-poets-and-writers-255367","17","7","2025-04-30 14:03:56"
"43840763","13","What It Takes to Defend a Cybersecurity Company from Today's Adversaries","https://www.sentinelone.com/labs/top-tier-target-what-it-takes-to-defend-a-cybersecurity-company-from-todays-adversaries/","120","57","2025-04-30 14:03:56"
"43837171","14","Researchers are studying how to minimize human impact on public lands","https://undark.org/2025/04/28/keep-wild-places-wild/","30","2","2025-04-30 14:03:56"
"43831792","15","New atomic fountain clock joins group that keeps the world on time","https://www.nist.gov/news-events/news/2025/04/new-atomic-fountain-clock-joins-elite-group-keeps-world-time","20","6","2025-04-30 14:03:56"
"43829935","16","My sourdough starter has twins","https://brainbaking.com/post/2025/04/my-sourdough-starter-has-twins/","143","50","2025-04-30 14:03:56"
"43840842","17","Sycophancy in GPT-4o","https://openai.com/index/sycophancy-in-gpt-4o/","364","279","2025-04-30 14:03:56"
"43840861","18","Linux in Excel","https://github.com/NSG650/LinuxInExcel","113","42","2025-04-30 14:03:56"
"43837162","19","Art of the Hedgerow","https://engelsbergideas.com/notebook/the-art-of-the-hedgerow/","3","0","2025-04-30 14:03:56"
"43804561","20","The True Size Of","https://thetruesize.com/","101","45","2025-04-30 14:03:56"
"43817000","21","The missteps that led to a fatal plane crash at Reagan National Airport","https://www.nytimes.com/2025/04/27/business/dc-plane-crash-reagan-airport.html","64","50","2025-04-30 14:03:56"
"43828423","22","An illustrated guide to automatic sparse differentiation","https://iclr-blogposts.github.io/2025/blog/sparse-autodiff/","108","17","2025-04-30 14:03:56"
"43835495","23","Bamba: An open-source LLM that crosses a transformer with an SSM","https://research.ibm.com/blog/bamba-ssm-transformer-model","183","62","2025-04-30 14:03:56"
"43835584","24","Show HN: Beatsync – perfect audio sync across multiple devices","https://github.com/freeman-jiang/beatsync","350","93","2025-04-30 14:03:56"
"43824548","25","WorldGen: Open-source 3D scene generator for Game/VR/XR","https://worldgen.github.io/","105","17","2025-04-30 14:03:56"
"43835424","26","Everything we announced at our first LlamaCon","https://ai.meta.com/blog/llamacon-llama-news/?_fb_noscript=1","197","103","2025-04-30 14:03:56"
"43831705","27","Performance optimization is hard because it's fundamentally a brute-force task","https://purplesyringa.moe/blog/why-performance-optimization-is-hard-work/","276","127","2025-04-30 14:03:56"
"43822251","28","It's School time: Adventures in hacking an old Kindle","https://samkhawase.com/blog/hacking-kindle/","145","41","2025-04-30 14:03:56"
"43832662","29","Mission Impossible: Managing AI Agents in the Real World","https://medium.com/gitconnected/mission-impossible-managing-ai-agents-in-the-real-world-f8e7834833af","40","2","2025-04-30 14:03:56"
"43831628","30","Programming languages should have a tree traversal primitive","https://blog.tylerglaiel.com/p/programming-languages-should-have","264","179","2025-04-30 14:03:56"
